NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
SLC35G5	1	AMAC1L2	
SLC35G2	1	TMEM22	
SLC35G1	1	TMEM20	
TYK2	1	TYK2	
MTSS1	1	MTSS1	
MTSS2	1	MTSS1L	
NFX1	1	NFX1	
C1QTNF12	1	FAM132A	
AMER1	1	FAM123B	
AMER3	1	FAM123C	
MEGF6	1	MEGF6	
RGPD6	1	RGPD6	
RGPD5	1	RGPD5	
TYMS	1	TYMS	
AGAP2-AS1	1	LOC100130776	
RGPD1	1	RGPD1	
RGPD4	1	RGPD4	
BEGAIN	1	BEGAIN	
RGPD3	1	RGPD3	
TYMP	1	TYMP	
TCEAL8	1	TCEAL8	
TCEAL7	1	TCEAL7	
CFAP298	1	C21orf59	
TCEAL6	1	TCEAL6	
TCEAL5	1	TCEAL5	
C6orf62	1	C6orf62	
TCEAL4	1	TCEAL4	
TCEAL3	1	TCEAL3	
EMC1	1	KIAA0090	
TCEAL2	1	TCEAL2	
TCEAL1	1	TCEAL1	
EMC2	1	TTC35	
SUSD4	1	SUSD4	
EMC3	1	TMEM111	
SUSD3	1	SUSD3	
EMC4	1	TMEM85	
FAM47E	1	FAM47E	
SUSD6	1	KIAA0247	
SUSD5	1	SUSD5	
EMC6	1	TMEM93	
EMC7	1	C15orf24	
EMC8	1	COX4NB	
EMC9	1	FAM158A	
TCEAL9	1	WBP5	
SVIL	1	SVIL	
NFYA	1	NFYA	
NFYB	1	NFYB	
NFYC	1	NFYC	
SUSD2	1	SUSD2	
SUSD1	1	SUSD1	
SVIP	1	SVIP	
SPCS3	1	SPCS3	
SPCS2	1	SPCS2	
SPCS1	1	SPCS1	
GSTA4	1	GSTA4	
C6orf52	1	C6orf52	
LRRN4CL	1	LRRN4CL	
GSTA2	1	GSTA2	
QPCT	1	QPCT	
GSTA1	1	GSTA1	
MEGF8	1	MEGF8	
SIPA1	1	SIPA1	
MEGF9	1	MEGF9	
SPPL2B	1	SPPL2B	
PMCH	1	PMCH	
ROGDI	1	ROGDI	
SPPL2A	1	SPPL2A	
CLEC18B	1	CLEC18B	
CLEC18A	1	CLEC18A	
PAIP2B	1	PAIP2B	
EME1	1	EME1	
C3orf62	1	C3orf62	
EME2	1	EME2	
CSKMT	1	METTL12	
FPGT	1	FPGT	
FPGS	1	FPGS	
POSTN	1	POSTN	
TRPC4AP	1	TRPC4AP	
EMCN	1	EMCN	
C3orf70	1	C3orf70	
SPECC1L	1	CYTSA	
MYADM	1	MYADM	
TIMELESS	1	TIMELESS	
NUPR2	1	LOC389493	
NUPR1	1	NUPR1	
PMEL	1	SILV	
ISYNA1	1	ISYNA1	
GSTCD	1	GSTCD	
CLEC16A	1	CLEC16A	
PMF1	1	PMF1	
CAMSAP1	1	CAMSAP1	
CAMSAP2	1	CAMSAP1L1	
EMG1	1	EMG1	
NPC1L1	1	NPC1L1	
TASOR	1	C3orf63	
TASP1	1	TASP1	
PNPT1	1	PNPT1	
CLEC17A	1	CLEC17A	
CAMSAP3	1	KIAA1543	
DIAPH1	1	DIAPH1	
DAP	1	DAP	
DIAPH2	1	DIAPH2	
DIAPH3	1	DIAPH3	
PXMP2	1	PXMP2	
PXMP4	1	PXMP4	
COLGALT2	1	GLT25D2	
CGB8	1	CGB8	
CGB7	1	CGB7	
CGB5	1	CGB5	
CGAS	1	C6orf150	
CGB3	1	CGB	
CLEC14A	1	CLEC14A	
DBI	1	DBI	
DBH	1	DBH	
DBP	1	DBP	
NTMT1	1	METTL11A	
DBT	1	DBT	
NTMT2	1	METTL11B	
COLGALT1	1	GLT25D1	
STPG1	1	C1orf201	
C3orf38	1	C3orf38	
STPG3	1	C9orf173	
SVOP	1	SVOP	
STPG4	1	C2orf61	
C3orf33	1	C3orf33	
OXSR1	1	OXSR1	
C3orf36	1	C3orf36	
DCK	1	DCK	
C1QTNF9B	1	C1QTNF9B	
DCN	1	DCN	
ZAP70	1	ZAP70	
CFAP221	1	PCDP1	
DCX	1	DCX	
DNASE2	1	DNASE2	
DNASE1	1	DNASE1	
DTHD1	1	DTHD1	
DDC	1	DDC	
CLEC12A	1	CLEC12A	
CLEC12B	1	CLEC12B	
CFAP206	1	C6orf165	
DDO	1	DDO	
DDN	1	DDN	
CFAP210	1	C2orf77	
PDE11A	1	PDE11A	
DDT	1	DDT	
RPS6KC1	1	RPS6KC1	
TYW1	1	TYW1	
PDSS2	1	PDSS2	
PDSS1	1	PDSS1	
ATP13A1	1	ATP13A1	
C3orf52	1	C3orf52	
DEK	1	DEK	
DES	1	DES	
PDE10A	1	PDE10A	
RPS6KB1	1	RPS6KB1	
RPS6KB2	1	RPS6KB2	
ATP13A4	1	ATP13A4	
ATP13A2	1	ATP13A2	
ATP13A3	1	ATP13A3	
FBXW10B	1	CDRT1	
MDC1	1	MDC1	
NEXMIF	1	KIAA2022	
SCAMP5	1	SCAMP5	
IL4I1	1	IL4I1	
LACTB	1	LACTB	
SCAMP4	1	SCAMP4	
CYP2D7	1	CYP2D7P1	
CYP2D6	1	CYP2D6	
IGLON5	1	IGLON5	
MIRLET7BHG	1	LOC400931	
TYW5	1	C2orf60	
TYW3	1	TYW3	
FIBCD1	1	FIBCD1	
NGDN	1	NGDN	
SCAMP1	1	SCAMP1	
EML1	1	EML1	
HSPG2	1	HSPG2	
EML2	1	EML2	
SCAMP3	1	SCAMP3	
EML3	1	EML3	
SCAMP2	1	SCAMP2	
EML4	1	EML4	
AR	1	AR	
EML5	1	EML5	
PAK6-AS1	1	C15orf56	
EML6	1	EML6	
PRKAR1B	1	PRKAR1B	
PRKAR1A	1	PRKAR1A	
CYP2E1	1	CYP2E1	
RBCK1	1	RBCK1	
CGGBP1	1	CGGBP1	
NGEF	1	NGEF	
GRID2IP	1	GRID2IP	
DHH	1	DHH	
SHOX2	1	SHOX2	
FPR1	1	FPR1	
FPR3	1	FPR3	
FPR2	1	FPR2	
AAAS	1	AAAS	
C2CD4D-AS1	1	LOC100132111	
C2	1	C2	
C3	1	C3	
DYNC2LI1	1	DYNC2LI1	
C5	1	C5	
GRIN2A	1	GRIN2A	
C6	1	C6	
CYP2B6	1	CYP2B6	
HSPH1	1	HSPH1	
C7	1	C7	
PRKAR2B	1	PRKAR2B	
PRKAR2A	1	PRKAR2A	
RSU1	1	RSU1	
EXPH5	1	EXPH5	
SNORA53	1	SNORA53	
NGFR	1	NGFR	
GLYATL2	1	GLYATL2	
GLYATL1	1	GLYATL1	
PMM1	1	PMM1	
PMM2	1	PMM2	
GRIN2C	1	GRIN2C	
CP	1	CP	
GRIN2D	1	GRIN2D	
CS	1	CS	
CYP2C9	1	CYP2C9	
CYP2C8	1	CYP2C8	
GRIN3B	1	GRIN3B	
GRIN3A	1	GRIN3A	
DMRTC1B	1	DMRTC1B	
LAD1	1	LAD1	
LRSAM1	1	LRSAM1	
DCAF13P3	1	LOC100132724	
RPLP1	1	RPLP1	
QPRT	1	QPRT	
RPLP0	1	RPLP0	
ECSIT	1	ECSIT	
AACS	1	AACS	
SNORA7B	1	SNORA7B	
NIPBL	1	NIPBL	
RPLP2	1	RPLP2	
ADGRF2P	1	GPR111	
APPL2	1	APPL2	
APPL1	1	APPL1	
DIO3OS	1	DIO3OS	
ACTL6B	1	ACTL6B	
ACTL6A	1	ACTL6A	
NIPA1	1	NIPA1	
SIRT4	1	SIRT4	
EMP1	1	EMP1	
SIRT5	1	SIRT5	
EMP2	1	EMP2	
SIRT6	1	SIRT6	
EMP3	1	EMP3	
NIPA2	1	NIPA2	
SIRT7	1	SIRT7	
F3	1	F3	
SIRT1	1	SIRT1	
FAHD2A	1	FAHD2A	
ELAPOR2	1	KIAA1324L	
SIRT2	1	SIRT2	
F5	1	F5	
FAHD2B	1	FAHD2B	
ELAPOR1	1	KIAA1324	
SIRT3	1	SIRT3	
F7	1	F7	
F8	1	F8	
BDH2	1	BDH2	
BDH1	1	BDH1	
CDC42EP5	1	CDC42EP5	
CDC42EP4	1	CDC42EP4	
CDC42EP3	1	CDC42EP3	
CDC42EP2	1	CDC42EP2	
CDC42EP1	1	CDC42EP1	
PICK1	1	PICK1	
PMP2	1	PMP2	
DLD	1	DLD	
MDFI	1	MDFI	
FH	1	FH	
TOB2P1	1	LOC222699	
CCNDBP1	1	CCNDBP1	
HLA-DMA	1	HLA-DMA	
MYCT1	1	MYCT1	
HLA-DMB	1	HLA-DMB	
PMS2	1	PMS2	
DMD	1	DMD	
CSMD2	1	CSMD2	
GC	1	GC	
ZNF407-AS1	1	LOC400657	
CSMD1	1	CSMD1	
PMS1	1	PMS1	
GK	1	GK	
MDH1	1	MDH1	
AADAT	1	AADAT	
MDH2	1	MDH2	
RPL31P11	1	RPL31P11	
TTLL7	1	TTLL7	
TTLL6	1	TTLL6	
TTLL5	1	TTLL5	
TTLL4	1	TTLL4	
AADAC	1	AADAC	
TTLL3	1	TTLL3	
TTLL2	1	TTLL2	
TTLL1	1	TTLL1	
RIMBP2	1	RIMBP2	
RIMBP3	1	RIMBP3	
GGT3P	1	GGT3P	
TTLL9	1	TTLL9	
HDDC2	1	HDDC2	
FAM13B	1	FAM13B	
UBE2D4	1	UBE2D4	
FAM13C	1	FAM13C	
UBE2D2	1	UBE2D2	
FAM13A	1	FAM13A	
UBE2D3	1	UBE2D3	
HP	1	HP	
PTPRVP	1	PTPRVP	
UBE2D1	1	UBE2D1	
HR	1	HR	
HDDC3	1	HDDC3	
HPGDS	1	HPGDS	
PABPC4L	1	PABPC4L	
PMPCB	1	PMPCB	
PMPCA	1	PMPCA	
HLA-DOA	1	HLA-DOA	
HLA-DOB	1	HLA-DOB	
IK	1	IK	
LAG3	1	LAG3	
UBE2E3	1	UBE2E3	
VPS33A	1	VPS33A	
VPS33B	1	VPS33B	
UBE2E1	1	UBE2E1	
UBE2E2	1	UBE2E2	
EMSY	1	C11orf30	
NSMAF	1	NSMAF	
FBLIM1	1	FBLIM1	
ECSCR	1	ECSCR	
DPT	1	DPT	
TNFRSF11B	1	TNFRSF11B	
NTPCR	1	C1orf57	
TNFRSF11A	1	TNFRSF11A	
SOCS2	1	SOCS2	
SOCS3	1	SOCS3	
SOCS1	1	SOCS1	
PMVK	1	PMVK	
SOCS6	1	SOCS6	
SOCS7	1	SOCS7	
MDN1	1	MDN1	
SOCS4	1	SOCS4	
SOCS5	1	SOCS5	
COL28A1	1	COL28A1	
KL	1	KL	
DR1	1	DR1	
BRPF1	1	BRPF1	
BDNF	1	BDNF	
BRPF3	1	BRPF3	
GFPT2	1	GFPT2	
GFPT1	1	GFPT1	
TNFRSF10C	1	TNFRSF10C	
BCDIN3D	1	BCDIN3D	
TNFRSF10B	1	TNFRSF10B	
TNFRSF10A	1	TNFRSF10A	
KY	1	KY	
TNFRSF10D	1	TNFRSF10D	
ZC3HC1	1	ZC3HC1	
TFCP2	1	TFCP2	
MFSD4A-AS1	1	LOC284578	
AAK1	1	AAK1	
ANXA2P1	1	ANXA2P1	
MDM2	1	MDM2	
HLA-DRA	1	HLA-DRA	
ANXA2P3	1	ANXA2P3	
MDM4	1	MDM4	
ANXA2P2	1	ANXA2P2	
MYD88	1	MYD88	
MDM1	1	MDM1	
DRAXIN	1	C1orf187	
ST6GALNAC1	1	ST6GALNAC1	
ST6GALNAC2	1	ST6GALNAC2	
SH2D4A	1	SH2D4A	
SH2D4B	1	SH2D4B	
GGT8P	1	GGT8P	
ATRAID	1	C2orf28	
MRPL4	1	MRPL4	
MRPL3	1	MRPL3	
NGRN	1	NGRN	
MRPL2	1	MRPL2	
MRPL1	1	MRPL1	
MB	1	MB	
DSE	1	DSE	
DGCR8	1	DGCR8	
DGCR6	1	DGCR6	
MRPL9	1	MRPL9	
DGCR5	3	DGCR10:DGCR9:DGCR5	
MDP1	1	MDP1	
SPG11	1	SPG11	
EID2B	1	EID2B	
SLFN12L	1	SLFN12L	
DGCR2	1	DGCR2	
DSP	1	DSP	
PTCRA	1	PTCRA	
EMX2	1	EMX2	
DST	1	DST	
SH2D3A	1	SH2D3A	
SH2D3C	1	SH2D3C	
VPS37C	1	VPS37C	
VPS37D	1	VPS37D	
RAD23A	1	RAD23A	
VPS37A	1	VPS37A	
VPS37B	1	VPS37B	
RAD23B	1	RAD23B	
IL1RAPL2	1	IL1RAPL2	
BDP1	1	BDP1	
ST6GALNAC3	1	ST6GALNAC3	
DTL	1	DTL	
ST6GALNAC4	1	ST6GALNAC4	
ST6GALNAC5	1	ST6GALNAC5	
ST6GALNAC6	1	ST6GALNAC6	
RNFT2	1	RNFT2	
SLC47A2	1	SLC47A2	
COL15A1	1	COL15A1	
SLC47A1	1	SLC47A1	
HSD17B14	1	HSD17B14	
HSD17B13	1	HSD17B13	
HSD17B12	1	HSD17B12	
HSD17B11	1	HSD17B11	
HSD17B10	1	HSD17B10	
RNFT1	1	RNFT1	
CECR2	1	CECR2	
PTPRZ1	1	PTPRZ1	
SLITRK2	1	SLITRK2	
SLITRK1	1	SLITRK1	
CECR7	1	CECR7	
SLITRK4	1	SLITRK4	
SLITRK3	1	SLITRK3	
SLITRK6	1	SLITRK6	
SLITRK5	1	SLITRK5	
AAMP	1	AAMP	
C1orf226	1	C1orf226	
LINGO2	1	LINGO2	
LINGO1	1	LINGO1	
DUT	1	DUT	
LINGO4	1	LINGO4	
BAIAP2	1	BAIAP2	
BAIAP3	1	BAIAP3	
PC	1	PC	
VIPAS39	1	VIPAR	
PABPC1L	1	PABPC1L	
MDGA1	1	MDGA1	
SPG21	1	SPG21	
VPS35L	1	C16orf62	
DHFR2	1	DHFRL1	
C1orf210	1	C1orf210	
RETREG3	1	FAM134C	
TCF12-DT	1	LOC145783	
RTCA	1	RTCD1	
RTCB	1	C22orf28	
TXNDC11	1	TXNDC11	
TXNDC12	1	TXNDC12	
UBE2L6	1	UBE2L6	
TXNDC15	1	TXNDC15	
TXNDC16	1	TXNDC16	
TXNDC17	1	TXNDC17	
UBE2L3	1	UBE2L3	
SLC34A3	1	SLC34A3	
SLC34A2	1	SLC34A2	
ENTPD1	1	ENTPD1	
ENTPD2	1	ENTPD2	
C1orf220	1	C1orf220	
ENTPD3	1	ENTPD3	
ENTPD4	1	ENTPD4	
ENTPD5	1	ENTPD5	
ENTPD6	1	ENTPD6	
ENTPD7	1	ENTPD7	
ENTPD8	1	ENTPD8	
TIMD4	1	TIMD4	
VWA5B2	1	VWA5B2	
VWA5B1	1	VWA5B1	
ASRGL1	1	ASRGL1	
DXO	1	DOM3Z	
LAP3	1	LAP3	
C1orf216	1	C1orf216	
EPHA10	1	EPHA10	
RTF2	1	C20orf43	
MST1R	1	MST1R	
RTF1	1	RTF1	
AARD	1	C8orf85	
UBE2J2	1	UBE2J2	
OSGEP	1	OSGEP	
UBE2J1	1	UBE2J1	
SWI5	1	C9orf119	
DYM	1	DYM	
AAR2	1	C20orf4	
WAPL	1	WAPAL	
TF	1	TF	
TG	1	TG	
TH	1	TH	
HDHD5-AS1	1	CECR4	
RETREG2	1	FAM134A	
RETREG1	1	FAM134B	
PCSK2	1	PCSK2	
PCSK1	1	PCSK1	
TNFRSF13B	1	TNFRSF13B	
SLC7A14	1	SLC7A14	
AATK	1	AATK	
PCSK9	1	PCSK9	
PCSK7	1	PCSK7	
SLC7A11	1	SLC7A11	
TNFRSF13C	1	TNFRSF13C	
WASL	1	WASL	
AATF	1	AATF	
IER3IP1	1	IER3IP1	
PCSK6	1	PCSK6	
PCSK5	1	PCSK5	
CLYBL	1	CLYBL	
GGTA1	1	GGTA1	
PCSK4	1	PCSK4	
MYDGF	1	C19orf10	
IMMP2L	1	IMMP2L	
GNGT2	1	GNGT2	
HYAL1	1	HYAL1	
HYAL2	1	HYAL2	
ENC1	1	ENC1	
HYAL3	1	HYAL3	
HYAL4	1	HYAL4	
L3HYPDH	1	C14orf149	
AASS	1	AASS	
THUMPD3-AS1	1	LOC440944	
TNFRSF12A	1	TNFRSF12A	
MRPS2	1	MRPS2	
MRPS7	1	MRPS7	
MRPS6	1	MRPS6	
MRPS5	1	MRPS5	
ENAH	1	ENAH	
LAT2	1	LAT2	
IMMP1L	1	IMMP1L	
MRPS9	1	MRPS9	
ENAM	1	ENAM	
G2E3	1	G2E3	
PNCK	1	PNCK	
GREB1L	1	GREB1L	
IGHMBP2	1	IGHMBP2	
FAAP24	1	C19orf40	
NEDD9	1	NEDD9	
CRIP2	1	CRIP2	
NEDD8	1	NEDD8	
CRIP3	1	CRIP3	
FAAP20	1	C1orf86	
CRIP1	1	CRIP1	
ARVCF	1	ARVCF	
ALS2CL	1	ALS2CL	
PLEKHG4B	1	PLEKHG4B	
SCAND1	1	SCAND1	
SCAND3	1	SCAND3	
NPDC1	1	NPDC1	
YIPF1	1	YIPF1	
YIPF2	1	YIPF2	
YIPF3	1	YIPF3	
MIR99AHG	1	C21orf34	
YIPF4	1	YIPF4	
YIPF5	1	YIPF5	
CRIPT	1	CRIPT	
HUWE1	1	HUWE1	
KLK13	1	KLK13	
KLK14	1	KLK14	
UBE2G1	1	UBE2G1	
UBE2G2	1	UBE2G2	
KLK10	1	KLK10	
KLK11	1	KLK11	
XG	1	XG	
NEDD1	1	NEDD1	
GRIK1-AS1	1	NCRNA00110	
XK	1	XK	
THEMIS2	1	C1orf38	
GLB1L	1	GLB1L	
NEDD4	1	NEDD4	
LBX2-AS1	1	LOC151534	
YIPF6	1	YIPF6	
FAM171B	1	FAM171B	
RTKN	1	RTKN	
BCCIP	1	BCCIP	
RTL9	1	RGAG1	
RTL6	1	LDOC1L	
OGDHL	1	OGDHL	
CFAP300	1	C11orf70	
RTL5	1	RGAG4	
RTL3	1	ZCCHC5	
FAM174C	1	C19orf24	
FAM174B	1	FAM174B	
FAM174A	1	FAM174A	
PAMR1	1	PAMR1	
SH3GL2	1	SH3GL2	
SLC12A2-DT	1	FLJ33630	
SH3GL1	1	SH3GL1	
LAX1	1	LAX1	
DKC1	1	DKC1	
UBE2V2	1	UBE2V2	
UBE2V1	1	UBE2V1	
PHAF1	1	C16orf70	
RTN2	1	RTN2	
RTN3	1	RTN3	
RTN1	1	RTN1	
RTN4	1	RTN4	
ENHO	1	ENHO	
HCAR2	1	GPR109A	
HCAR3	1	GPR109B	
EBP	1	EBP	
HCAR1	1	GPR81	
CHAD	1	CHAD	
ECD	1	ECD	
CRIM1	1	CRIM1	
LAYN	1	LAYN	
SSPOP	1	SSPO	
PGM5P2	1	PGM5P2	
STT3A	1	STT3A	
ACTL10	1	C20orf134	
STT3B	1	STT3B	
RTP4	1	RTP4	
EDA	1	EDA	
CHD9	1	CHD9	
CHD8	1	CHD8	
CHD7	1	CHD7	
CHD6	1	CHD6	
CHD5	1	CHD5	
CHD4	1	CHD4	
CHD3	1	CHD3	
CHD2	1	CHD2	
MEA1	1	MEA1	
CHD1	1	CHD1	
FAM178B	1	FAM178B	
PIDD1	1	LRDD	
UBE2Q1	1	UBE2Q1	
UBE2Q2	1	UBE2Q2	
EED	1	EED	
RFPL2	1	RFPL2	
DARS2	1	DARS2	
CIP2A	1	KIAA1524	
DARS1	1	DARS	
FAM177B	1	FAM177B	
PDPR2P	1	LOC283922	
UBE2R2	1	UBE2R2	
CHDH	1	CHDH	
PNKP	1	PNKP	
TGFBRAP1	1	TGFBRAP1	
ACVR1B	1	ACVR1B	
ACVR1C	1	ACVR1C	
EFS	1	EFS	
UBE2NL	1	UBE2NL	
MDH1B	1	MDH1B	
CHGA	1	CHGA	
EGF	1	EGF	
SWT1	1	C1orf26	
LSP1P5	1	LOC645166	
LSP1P4	1	LOC654342	
LRWD1	1	LRWD1	
ACVR2B	1	ACVR2B	
ACVR2A	1	ACVR2A	
CHFR	1	CHFR	
PNKD	1	PNKD	
INAFM1	1	PRR24	
ACIN1	1	ACIN1	
PNMT	1	PNMT	
EHF	1	EHF	
RPL30	1	RPL30	
RPL32	1	RPL32	
TMEM200B	1	TMEM200B	
DPY19L2P4	1	DPY19L2P4	
RPL31	1	RPL31	
TMEM200A	1	TMEM200A	
DPY19L2P1	1	DPY19L2P1	
RPL34	1	RPL34	
DPY19L2P2	1	DPY19L2P2	
GBA1LP	1	GBAP1	
TMEM200C	1	TMEM200C	
ABAT	1	ABAT	
MICOS13	1	C19orf70	
ENO1	1	ENO1	
ABCA12	1	ABCA12	
MICOS10	1	C1orf151	
ENO2	1	ENO2	
ABCA13	1	ABCA13	
ENO3	1	ENO3	
GPR174	1	GPR174	
GPR173	1	GPR173	
RNF112	1	RNF112	
GPR176	1	GPR176	
RNF115	1	RNF115	
RNF114	1	RNF114	
GPR171	1	GPR171	
RPL36	1	RPL36	
ADNP2	1	ADNP2	
CYP1B1	1	CYP1B1	
RPL35	1	RPL35	
RPL38	1	RPL38	
RTTN	1	RTTN	
RPL37	1	RPL37	
ANKS1A	1	ANKS1A	
RPL39	1	RPL39	
ADGRE4P	1	EMR4P	
RNF111	1	RNF111	
ANKS1B	1	ANKS1B	
CHGB	1	CHGB	
GPR179	1	GPR179	
MED1	1	MED1	
MECR	1	MECR	
RPL21	1	RPL21	
RPL23	1	RPL23	
RPL22	1	RPL22	
MED8	1	MED8	
MED9	1	MED9	
AARSD1	1	AARSD1	
MED4	1	MED4	
DKK1	1	DKK1	
DKK2	1	DKK2	
MED6	1	MED6	
DKK3	1	DKK3	
MED7	1	MED7	
CPED1	1	C7orf58	
DKK4	1	DKK4	
GPR162	1	GPR162	
RNF123	1	RNF123	
ABCA10	1	ABCA10	
RNF126	1	RNF126	
RNF125	1	RNF125	
RNF128	1	RNF128	
GPR161	1	GPR161	
GPR160	1	GPR160	
RPL24	1	RPL24	
RPL27	1	RPL27	
RPL26	1	RPL26	
ANKK1	1	ANKK1	
RPL29	1	RPL29	
ALG10B	1	ALG10B	
RPL28	1	RPL28	
GPLD1	1	GPLD1	
RNF122	1	RNF122	
RNF121	1	RNF121	
OSER1	1	C20orf111	
MEG3	1	MEG3	
VPS26C	1	DSCR3	
VPS26A	1	VPS26A	
VPS26B	1	VPS26B	
MEFV	1	MEFV	
PNPO	1	PNPO	
KATNBL1P6	1	LOC729176	
RPL41	1	RPL41	
CHKB	1	CHKB	
CHKA	1	CHKA	
PNO1	1	PNO1	
SLC16A12	1	SLC16A12	
PRRC2C	1	BAT2L2	
SLC16A11	1	SLC16A11	
SLC16A10	1	SLC16A10	
PRRC2B	1	BAT2L1	
GPR137B	1	GPR137B	
SLC16A14	1	SLC16A14	
PRRC2A	1	BAT2	
GPR137C	1	GPR137C	
SLC16A13	1	SLC16A13	
CPEB1	1	CPEB1	
RNF103	1	RNF103	
GPR180	1	GPR180	
GPR183	1	GPR183	
GPR182	1	GPR182	
PNOC	1	PNOC	
CPEB3	1	CPEB3	
CPEB2	1	CPEB2	
CPEB4	1	CPEB4	
SPEF2	1	SPEF2	
ELL	1	ELL	
MEI1	1	MEI1	
SPEF1	1	SPEF1	
ELN	1	ELN	
VSIG10L	1	VSIG10L	
RNF157	1	RNF157	
ZCWPW2	1	ZCWPW2	
ZCWPW1	1	ZCWPW1	
GPR132	1	GPR132	
CHL1	1	CHL1	
ENSA	1	ENSA	
GPR137	1	GPR137	
EMB	1	EMB	
RNF150	1	RNF150	
EMD	1	EMD	
RNF152	1	RNF152	
GPR135	1	GPR135	
ZC3H10	1	ZC3H10	
EN2	1	EN2	
EN1	1	EN1	
RNF168	1	RNF168	
GCFC2	1	C2orf3	
RNF167	1	RNF167	
AFTPH	1	AFTPH	
RNF169	1	RNF169	
RNF166	1	RNF166	
CCDC90B	1	CCDC90B	
ENG	1	ENG	
PCYOX1	1	PCYOX1	
RPL10	1	RPL10	
RPL12	1	RPL12	
RPL11	1	RPL11	
GPR152	1	GPR152	
RNF135	1	RNF135	
SNORA71E	1	SNORA39	
GPR153	1	GPR153	
RNF139	1	RNF139	
RNF138	1	RNF138	
CHN2	1	CHN2	
CHN1	1	CHN1	
RPL14	1	RPL14	
RPL13	1	RPL13	
CHML	1	CHML	
RPL15	1	RPL15	
GPR156	1	GPR156	
RPL18	1	RPL18	
GPR155	1	GPR155	
RNF130	1	RNF130	
RPL17	1	RPL17	
GPR158	1	GPR158	
GPR157	1	GPR157	
RPL19	1	RPL19	
TIMMDC1	1	C3orf1	
F10	1	F10	
F12	1	F12	
F11	1	F11	
PDCD6P1	1	LOC728613	
NMNAT3	1	NMNAT3	
NMNAT2	1	NMNAT2	
GPR141	1	GPR141	
RNF146	1	RNF146	
RNF145	1	RNF145	
GPR143	1	GPR143	
RNF148	1	RNF148	
GPR142	1	GPR142	
ABI2	1	ABI2	
NMNAT1	1	NMNAT1	
ABI3	1	ABI3	
RNF149	1	RNF149	
ABI1	1	ABI1	
MSRB2	1	MSRB2	
MSRB3	1	MSRB3	
ANKS4B	1	ANKS4B	
RNF141	1	RNF141	
GPR146	1	GPR146	
MSRB1	1	SEPX1	
COL16A1	1	COL16A1	
CHPF	1	CHPF	
EPO	1	EPO	
HJURP	1	HJURP	
RNF19B	1	RNF19B	
SERTM1	1	C13orf36	
RNF19A	1	RNF19A	
CHP2	1	CHP2	
CHP1	1	CHP	
MEN1	1	MEN1	
RNF43	1	RNF43	
RNF44	1	RNF44	
FAM24B	1	FAM24B	
F2R	1	F2R	
RNF40	1	RNF40	
RNF41	1	RNF41	
MELK	1	MELK	
ERF	1	ERF	
GAPDHS	1	GAPDHS	
NHP2	1	NHP2	
ERH	1	ERH	
ERG	1	ERG	
IQCA1	1	IQCA1	
ENY2	1	ENY2	
ABHD4	1	ABHD4	
ABHD3	1	ABHD3	
GPR119	1	GPR119	
ABHD2	1	ABHD2	
FAM27C	2	FAM27A:FAM27C	
RNF180	1	RNF180	
ABHD1	1	ABHD1	
ABHD8	1	ABHD8	
ACTMAP	1	C19orf54	
CHRD	1	CHRD	
ABHD6	1	ABHD6	
ABHD5	1	ABHD5	
MACROH2A2	1	H2AFY2	
MACROH2A1	1	H2AFY	
OARD1	1	C6orf130	
TBXA2R	1	TBXA2R	
GFOD3P	1	KIAA0495	
ESD	1	ESD	
ABL1	1	ABL1	
ABL2	1	ABL2	
RNF170	1	RNF170	
PPIAL4C	1	PPIAL4C	
RNF175	1	RNF175	
PPIAL4D	1	PPIAL4D	
PPIAL4G	1	PPIAL4G	
STRA6	1	STRA6	
GPR108	1	GPR108	
TVP23A	1	FAM18A	
TVP23B	1	FAM18B	
TVP23C	1	FAM18B2	
PALB2	1	PALB2	
RNF182	1	RNF182	
RNF181	1	RNF181	
GPR107	1	GPR107	
TDRD10	1	TDRD10	
RNF183	1	RNF183	
RNF186	1	RNF186	
RNF185	1	RNF185	
RNF187	1	RNF187	
RNF10	1	RNF10	
CALCOCO1	1	CALCOCO1	
RNF11	1	RNF11	
SFT2D3	1	SFT2D3	
RNF13	1	RNF13	
CALCOCO2	1	CALCOCO2	
RNF14	1	RNF14	
ADRA1D	1	ADRA1D	
TREM2	1	TREM2	
ADRA1B	1	ADRA1B	
ADRA1A	1	ADRA1A	
TREM1	1	TREM1	
FKBP9P1	1	FKBP9L	
PTBP1	1	PTBP1	
RPL7A	1	RPL7A	
DNMT3B	1	DNMT3B	
IQCB1	1	IQCB1	
PDCD6IP	1	PDCD6IP	
CHUK	1	CHUK	
DNMT3A	1	DNMT3A	
KCNAB1	1	KCNAB1	
KCNAB2	1	KCNAB2	
ADRA2C	1	ADRA2C	
KCNAB3	1	KCNAB3	
RANGAP1	1	RANGAP1	
ADRA2B	1	ADRA2B	
ADRA2A	1	ADRA2A	
COASY	1	COASY	
PTBP2	1	PTBP2	
PTBP3	1	ROD1	
EVC	1	EVC	
IL3RA	1	IL3RA	
EVL	1	EVL	
SFT2D2	1	SFT2D2	
TRHDE-AS1	1	LOC283392	
SFT2D1	1	SFT2D1	
SSX2IP	1	SSX2IP	
CX3CR1	1	CX3CR1	
RNF31	1	RNF31	
RNF32	1	RNF32	
